86571	0									
272294	0									
431658	0									
593129	0									
962898	0									
1396696	0									
1826569	0									
2220267	0									
2356900	0									
2494762	0.0001									
2638793	0.0001									
2792770	0.0001									
2964062	0.0001									
3157616	0.0003									
3383242	0.0011									
3629884	0.0013									
3876426	0.0052									
4132514	0.0147									
4381470	0.0259									
4618838	0.0424									
4877113	0.0605									
5160895	0.0979									
5441961	0.1366									
5692942	0.1498									
5967270	0.1732									
6253617	0.2017									
6530053	0.2249									
6808361	0.2472									
7096700	0.271									
7395782	0.2987									
7701390	0.3232									
7993645	0.3337									
8309316	0.3537									
8618172	0.403									
8906136	0.4341									
9206180	0.464									
9507478	0.5019									
9808762	0.537									
10104938	0.5683									
10397829	0.5914									
10693349	0.6199									
10975770	0.6418									
11267641	0.6562									
11567380	0.6721									
11865447	0.6984									
12164866	0.7197									
12468350	0.7364									
12765212	0.7513									
13062028	0.7668									
13344046	0.7795									
13623196	0.7905									
13904250	0.8037									
14185927	0.813									
14467032	0.8159									
14758479	0.8186									
15055816	0.8223									
15346352	0.8258									
15638933	0.8271									
15908101	0.8145									
16184265	0.8126									
16462097	0.8121									
16747374	0.8154									
17026292	0.8174									
17307888	0.8237									
17587300	0.825									
17862002	0.8169									
18154504	0.8188									
18440088	0.8238									
18722863	0.8346									
19017097	0.8449									
19309341	0.8519									
19599646	0.8534									
19887709	0.8571									
20169166	0.8541									
20453932	0.8547									
20739956	0.8664									
21034253	0.8696									
21328139	0.8711									
21618145	0.8795									
21906767	0.8798									
22198495	0.8818									
22488008	0.8823									
22773118	0.883									
23061523	0.8867									
23353169	0.8916									
23645244	0.8973									
23927642	0.8962									
24212230	0.8977									
24491715	0.8925									
24781010	0.895									
25065313	0.8927									
25348303	0.8948									
25630895	0.8978									
25919372	0.9023									
26183109	0.904									
26449779	0.9061									
26716184	0.9115									
26981729	0.9152									
27244987	0.9266									
27510605	0.928									
91543		0								
215759		0								
351601		0								
485094		0								
622406		0								
775375		0								
936393		0.000142857								
1052285		0.000125								
1192501		0.000888889								
1349850		0.0025								
1537088		0.0039								
1740038		0.0096								
1947254		0.0181								
2162002		0.028								
2396174		0.0483								
2632775		0.0701								
2884669		0.0993								
3133634		0.1484								
3364689		0.192								
3633075		0.2512								
3900176		0.3117								
4166891		0.3657								
4457179		0.4272								
4750312		0.4876								
5028968		0.5366								
5309126		0.5865								
5577996		0.6241								
5850786		0.6439								
6120473		0.6688								
6413986		0.679								
6705259		0.6972								
6985213		0.7175								
7265302		0.7255								
7514519		0.7035								
7781593		0.6965								
8064360		0.688								
8348035		0.6951								
8616830		0.6994								
8874219		0.7091								
9131494		0.7179								
9390463		0.7226								
9667582		0.7232								
9941743		0.7235								
10217203		0.7533								
10497827		0.7716								
10775614		0.7905								
11054285		0.7997								
11316284		0.795								
11603170		0.7781								
11888922		0.7702								
12171134		0.7646								
12458441		0.7642								
12741079		0.767								
13024198		0.7706								
13296209		0.7725								
13579189		0.7745								
13847411		0.7681								
14120418		0.7822								
14399873		0.8034								
14665054		0.8148								
14928294		0.8199								
15199978		0.8251								
15483573		0.8265								
15764280		0.8293								
16049639		0.8304								
16331788		0.8305								
16620615		0.8394								
16908674		0.8419								
17201710		0.8387								
17501904		0.8382								
17766403		0.8368								
18020083		0.8397								
18270740		0.8444								
18535570		0.8506								
18786749		0.854								
19040561		0.8587								
19296518		0.8607								
